DEPTH,NPHI,RHOB,GR,RT,PEF,CALI
3289.5,0.066,2.633,17.385,7.109,7.696,8.578
3289.6,0.066,2.633,17.395,7.144,7.74,8.578
3289.7,0.066,2.635,17.55,7.066,7.8,8.578
3289.8,0.067,2.637,17.853,6.968,7.836,8.578
3289.9,0.067,2.639,17.743,6.95,7.831,8.578
3290.0,0.067,2.64,19.068,6.97,7.804,8.578
3290.1,0.067,2.642,18.912,6.921,7.774,8.578
3290.2,0.067,2.645,18.075,6.823,7.742,8.578
3290.3,0.069,2.646,18.805,6.81,7.695,8.563
3290.4,0.069,2.644,17.892,6.789,7.621,8.562
3290.5,0.07,2.64,17.833,6.637,7.533,8.547
3290.6,0.071,2.636,17.039,6.638,7.456,8.547
3290.7,0.074,2.635,18.533,6.521,7.421,8.547
3290.8,0.078,2.635,19.576,6.287,7.439,8.547
3290.9,0.079,2.635,22.668,6.171,7.49,8.578
3291.0,0.081,2.636,22.876,6.127,7.559,8.578
3291.1,0.081,2.636,23.407,6.061,7.625,8.578
3291.2,0.08,2.635,22.386,6.149,7.669,8.578
3291.3,0.079,2.632,22.724,6.063,7.686,8.578
3291.4,0.078,2.632,22.846,5.974,7.683,8.578
3291.5,0.078,2.635,22.113,6.067,7.687,8.578
3291.6,0.078,2.639,21.202,6.31,7.69,8.578
3291.7,0.078,2.642,22.28,6.29,7.69,8.578
3291.8,0.078,2.641,20.933,6.248,7.696,8.578
3291.9,0.078,2.639,20.177,6.286,7.689,8.578
3292.0,0.078,2.637,20.724,6.062,7.66,8.578
3292.1,0.077,2.636,21.379,5.847,7.618,8.578
3292.2,0.075,2.637,21.192,5.909,7.588,8.578
3292.3,0.073,2.638,19.589,6.016,7.586,8.578
3292.4,0.071,2.64,18.166,6.237,7.605,8.578
3292.5,0.068,2.642,17.432,6.277,7.631,8.578
3292.6,0.067,2.643,16.751,6.283,7.644,8.578
3292.7,0.066,2.643,16.611,6.299,7.64,8.578
3292.8,0.068,2.643,16.049,6.314,7.632,8.547
3292.9,0.068,2.643,15.733,6.333,7.635,8.547
3293.0,0.066,2.645,15.521,6.311,7.655,8.578
3293.1,0.067,2.646,14.819,6.289,7.669,8.59
3293.2,0.066,2.646,16.13,6.282,7.661,8.625
3293.3,0.068,2.645,18.067,6.332,7.638,8.611
3293.4,0.074,2.643,19.35,6.37,7.607,8.578
3293.5,0.077,2.641,21.63,6.364,7.568,8.578
3293.6,0.079,2.641,22.355,6.25,7.545,8.578
3293.7,0.08,2.641,23.342,6.09,7.54,8.578
3293.8,0.079,2.64,24.927,6.043,7.543,8.578
3293.9,0.078,2.638,24.623,6.055,7.546,8.578
3294.0,0.077,2.637,23.351,6.072,7.543,8.578
3294.1,0.076,2.638,22.893,6.051,7.54,8.578
3294.2,0.075,2.64,23.838,5.99,7.549,8.578
3294.3,0.075,2.643,24.034,5.996,7.572,8.578
3294.4,0.076,2.646,23.577,6.007,7.603,8.578
3294.5,0.077,2.647,23.086,6.089,7.617,8.578
3294.6,0.079,2.644,23.582,5.954,7.57,8.578
3294.7,0.081,2.638,24.55,5.706,7.47,8.578
3294.8,0.084,2.634,25.252,5.511,7.399,8.601
3294.9,0.088,2.632,27.353,5.371,7.387,8.578
3295.0,0.093,2.63,28.662,5.268,7.395,8.578
3295.1,0.097,2.628,31.313,5.183,7.395,8.578
3295.2,0.101,2.627,30.985,5.015,7.37,8.578
3295.3,0.104,2.629,31.233,4.845,7.335,8.578
3295.4,0.105,2.631,33.5,4.705,7.303,8.578
3295.5,0.103,2.631,33.178,4.552,7.284,8.578
3295.6,0.101,2.631,30.263,4.417,7.288,8.578
3295.7,0.099,2.632,30.411,4.404,7.331,8.578
3295.8,0.097,2.634,29.873,4.561,7.419,8.578
3295.9,0.097,2.636,27.865,4.564,7.518,8.578
3296.0,0.097,2.636,26.149,4.669,7.578,8.597
3296.1,0.098,2.633,26.665,4.898,7.579,8.605
3296.2,0.101,2.627,28.542,5.088,7.551,8.578
3296.3,0.104,2.623,29.486,4.996,7.534,8.578
3296.4,0.106,2.622,30.061,4.992,7.534,8.578
3296.5,0.106,2.622,30.003,5.001,7.537,8.578
3296.6,0.106,2.623,31.03,5.131,7.532,8.578
3296.7,0.105,2.625,31.401,5.183,7.52,8.578
3296.8,0.102,2.628,29.541,5.294,7.516,8.578
3296.9,0.097,2.634,28.102,5.555,7.537,8.578
3297.0,0.09,2.641,26.409,5.818,7.59,8.578
3297.1,0.081,2.648,24.349,6.144,7.664,8.578
3297.2,0.073,2.654,23.175,6.537,7.742,8.578
3297.3,0.066,2.658,20.221,7.003,7.801,8.578
3297.4,0.06,2.658,18.835,7.172,7.827,8.578
3297.5,0.056,2.656,17.8,7.35,7.824,8.578
3297.6,0.055,2.654,17.467,7.506,7.814,8.578
3297.7,0.054,2.654,16.454,7.706,7.801,8.578
3297.8,0.054,2.657,16.397,7.889,7.778,8.578
3297.9,0.054,2.663,16.939,8.031,7.76,8.578
3298.0,0.053,2.67,16.513,8.187,7.764,8.578
3298.1,0.052,2.675,16.581,8.135,7.795,8.578
3298.2,0.05,2.677,16.785,8.032,7.837,8.578
3298.3,0.05,2.676,16.188,7.755,7.857,8.578
3298.4,0.052,2.674,15.509,7.501,7.842,8.578
3298.5,0.054,2.674,17.184,7.366,7.798,8.578
3298.6,0.059,2.674,18.471,7.257,7.753,8.555
3298.7,0.062,2.673,19.712,7.155,7.719,8.568
3298.8,0.071,2.668,20.325,6.884,7.671,8.547
3298.9,0.081,2.658,22.238,6.544,7.604,8.578
3299.0,0.094,2.644,27.173,6.011,7.528,8.594
3299.1,0.112,2.627,34.682,5.202,7.46,8.625
3299.2,0.13,2.613,39.698,4.006,7.408,8.601
3299.3,0.138,2.604,40.534,3.461,7.375,8.578
3299.4,0.139,2.601,39.15,3.839,7.37,8.578
3299.5,0.138,2.601,36.481,3.995,7.384,8.578
3299.6,0.138,2.601,36.828,3.816,7.391,8.578
3299.7,0.14,2.6,37.005,3.737,7.371,8.578
3299.8,0.145,2.599,37.065,3.717,7.33,8.578
3299.9,0.148,2.597,37.062,3.596,7.303,8.578
3300.0,0.15,2.597,38.795,3.526,7.303,8.578
3300.1,0.147,2.597,40.078,3.44,7.312,8.625
3300.2,0.145,2.599,39.432,3.595,7.306,8.625
3300.3,0.147,2.601,40.156,3.586,7.284,8.601
3300.4,0.145,2.6,42.511,3.509,7.248,8.578
3300.5,0.143,2.597,39.919,3.478,7.204,8.578
3300.6,0.141,2.592,40.784,3.542,7.18,8.578
3300.7,0.139,2.59,39.653,3.632,7.205,8.578
3300.8,0.136,2.591,36.877,3.819,7.29,8.578
3300.9,0.134,2.594,35.213,3.952,7.39,8.578
3301.0,0.13,2.596,35.753,4.168,7.451,8.609
3301.1,0.132,2.598,37.859,4.328,7.446,8.578
3301.2,0.132,2.6,38.058,4.368,7.393,8.578
3301.3,0.131,2.603,38.274,4.319,7.331,8.578
3301.4,0.13,2.606,37.229,4.263,7.279,8.578
3301.5,0.128,2.607,38.185,4.152,7.245,8.578
3301.6,0.128,2.607,37.655,3.996,7.224,8.578
3301.7,0.129,2.605,36.681,4.076,7.209,8.578
3301.8,0.13,2.602,38.746,4.107,7.21,8.578
3301.9,0.132,2.599,40.512,3.926,7.246,8.578
3302.0,0.133,2.598,40.073,3.937,7.323,8.588
3302.1,0.133,2.599,40.377,3.695,7.387,8.625
3302.2,0.135,2.6,41.866,3.661,7.365,8.625
3302.3,0.138,2.598,44.277,3.635,7.273,8.625
3302.4,0.14,2.595,42.798,3.576,7.173,8.625
3302.5,0.143,2.593,42.44,3.683,7.124,8.578
3302.6,0.141,2.594,42.111,3.782,7.135,8.578
3302.7,0.137,2.599,40.648,3.725,7.183,8.578
3302.8,0.131,2.606,39.101,3.77,7.248,8.578
3302.9,0.126,2.613,37.864,3.929,7.304,8.578
3303.0,0.12,2.617,36.155,4.141,7.337,8.578
3303.1,0.116,2.618,33.198,4.236,7.354,8.578
3303.2,0.113,2.619,31.298,4.446,7.376,8.578
3303.3,0.112,2.621,30.436,4.657,7.412,8.578
3303.4,0.111,2.625,30.867,4.776,7.425,8.578
3303.5,0.112,2.626,29.753,4.902,7.381,8.578
3303.6,0.114,2.623,30.72,4.941,7.295,8.568
3303.7,0.115,2.619,32.696,4.997,7.221,8.547
3303.8,0.116,2.615,33.504,5.035,7.192,8.547
3303.9,0.116,2.611,33.249,4.889,7.22,8.578
3304.0,0.118,2.608,35.14,4.868,7.287,8.578
3304.1,0.122,2.607,38.446,4.826,7.372,8.578
3304.2,0.126,2.608,40.772,4.628,7.435,8.578
3304.3,0.131,2.608,43.345,4.59,7.444,8.578
3304.4,0.136,2.608,45.886,4.518,7.402,8.578
3304.5,0.141,2.607,46.691,4.381,7.343,8.578
3304.6,0.146,2.607,47.393,4.143,7.305,8.578
3304.7,0.148,2.606,48.087,4.114,7.303,8.625
3304.8,0.154,2.605,48.503,3.998,7.301,8.625
3304.9,0.156,2.603,48.786,3.791,7.276,8.672
3305.0,0.16,2.601,49.579,3.73,7.232,8.672
3305.1,0.162,2.598,49.289,3.59,7.204,8.672
3305.2,0.164,2.596,50.057,3.646,7.217,8.625
3305.3,0.162,2.594,49.323,3.7,7.248,8.625
3305.4,0.16,2.594,48.634,3.628,7.263,8.625
3305.5,0.158,2.595,49.35,3.796,7.229,8.625
3305.6,0.158,2.596,48.688,3.913,7.153,8.625
3305.7,0.159,2.596,49.295,3.943,7.05,8.625
3305.8,0.161,2.593,50.323,3.888,6.95,8.625
3305.9,0.164,2.589,50.977,4.057,6.886,8.625
3306.0,0.166,2.585,51.615,3.934,6.879,8.625
3306.1,0.166,2.583,52.155,3.714,6.933,8.625
3306.2,0.162,2.584,51.568,3.689,7.009,8.672
3306.3,0.16,2.586,50.458,4.065,7.061,8.672
3306.4,0.158,2.589,50.442,4.497,7.084,8.672
3306.5,0.159,2.592,49.704,4.552,7.09,8.641
3306.6,0.157,2.593,49.714,4.422,7.108,8.625
3306.7,0.154,2.593,48.81,4.292,7.13,8.625
3306.8,0.147,2.591,47.227,4.357,7.138,8.648
3306.9,0.144,2.591,45.643,4.468,7.128,8.625
3307.0,0.136,2.593,44.353,4.356,7.114,8.625
3307.1,0.126,2.597,41.976,4.704,7.118,8.625
3307.2,0.12,2.6,39.082,4.797,7.146,8.578
3307.3,0.113,2.6,36.709,5.013,7.198,8.578
3307.4,0.107,2.601,36.538,5.767,7.254,8.578
3307.5,0.102,2.603,34.503,6.068,7.296,8.578
3307.6,0.097,2.608,33.222,6.228,7.325,8.578
3307.7,0.093,2.615,30.519,6.619,7.351,8.578
3307.8,0.091,2.622,29.124,6.943,7.384,8.578
3307.9,0.09,2.63,26.047,7.061,7.413,8.578
3308.0,0.089,2.638,25.014,7.112,7.421,8.578
3308.1,0.09,2.645,25.59,7.176,7.397,8.578
3308.2,0.09,2.649,24.403,7.172,7.37,8.578
3308.3,0.089,2.649,24.462,7.158,7.367,8.578
3308.4,0.087,2.645,25.346,7.214,7.384,8.578
3308.5,0.085,2.641,25.392,7.263,7.41,8.578
3308.6,0.084,2.639,25.355,7.338,7.433,8.578
3308.7,0.084,2.639,25.462,7.509,7.457,8.578
3308.8,0.084,2.643,25.195,7.499,7.487,8.578
3308.9,0.082,2.646,25.212,7.546,7.501,8.625
3309.0,0.082,2.647,25.21,7.624,7.49,8.625
3309.1,0.084,2.647,25.471,7.692,7.448,8.578
3309.2,0.083,2.645,27.004,7.437,7.394,8.578
3309.3,0.084,2.642,30.402,7.298,7.348,8.578
3309.4,0.088,2.636,33.563,7.371,7.305,8.578
3309.5,0.095,2.629,38.138,7.292,7.273,8.578
3309.6,0.104,2.622,41.797,7.376,7.249,8.578
3309.7,0.11,2.615,43.095,7.194,7.219,8.594
3309.8,0.12,2.606,45.693,6.328,7.163,8.625
3309.9,0.129,2.598,50.037,5.518,7.08,8.625
3310.0,0.139,2.591,52.456,5.123,6.979,8.625
3310.1,0.15,2.584,52.851,4.465,6.887,8.625
3310.2,0.16,2.577,52.499,3.878,6.839,8.625
3310.3,0.167,2.571,52.556,3.742,6.846,8.625
3310.4,0.17,2.569,52.933,3.872,6.876,8.625
3310.5,0.172,2.57,54.067,3.982,6.891,8.625
3310.6,0.172,2.573,54.849,4.161,6.876,8.625
3310.7,0.17,2.576,55.044,4.155,6.822,8.625
3310.8,0.164,2.577,53.305,4.052,6.754,8.625
3310.9,0.159,2.576,53.193,4.003,6.702,8.625
3311.0,0.154,2.576,52.707,4.073,6.684,8.625
3311.1,0.15,2.58,51.233,4.347,6.709,8.625
3311.2,0.147,2.585,51.009,4.488,6.765,8.625
3311.3,0.148,2.589,50.076,4.661,6.824,8.578
3311.4,0.147,2.589,47.588,4.765,6.869,8.578
3311.5,0.146,2.587,45.997,4.962,6.89,8.578
3311.6,0.145,2.586,44.045,5.187,6.901,8.578
3311.7,0.143,2.587,43.326,5.305,6.914,8.578
3311.8,0.142,2.589,42.695,5.433,6.936,8.578
3311.9,0.141,2.59,43.56,5.493,6.958,8.578
3312.0,0.14,2.591,42.922,5.631,6.982,8.578
3312.1,0.14,2.591,42.999,5.618,6.991,8.578
3312.2,0.139,2.591,42.802,5.592,6.977,8.609
3312.3,0.139,2.592,42.057,5.597,6.937,8.578
3312.4,0.137,2.595,40.417,5.651,6.895,8.578
3312.5,0.136,2.598,38.738,5.701,6.863,8.578
3312.6,0.134,2.599,39.565,5.727,6.838,8.578
3312.7,0.133,2.596,37.972,5.914,6.806,8.578
3312.8,0.132,2.591,38.199,5.872,6.776,8.578
3312.9,0.131,2.588,38.914,5.944,6.77,8.578
3313.0,0.131,2.59,40.767,6.041,6.804,8.578
3313.1,0.13,2.597,40.552,6.134,6.859,8.578
3313.2,0.13,2.603,39.906,6.134,6.915,8.578
3313.3,0.13,2.606,38.698,6.131,6.943,8.578
3313.4,0.129,2.607,39.481,6.223,6.964,8.578
3313.5,0.128,2.608,39.84,6.28,6.989,8.578
3313.6,0.127,2.609,38.595,6.311,7.016,8.578
3313.7,0.127,2.61,38.34,6.414,7.039,8.578
3313.8,0.126,2.611,39.918,6.547,7.052,8.578
3313.9,0.125,2.612,38.776,6.537,7.056,8.578
3314.0,0.125,2.612,39.183,6.52,7.055,8.578
3314.1,0.126,2.61,40.523,6.585,7.049,8.578
3314.2,0.127,2.607,39.27,6.625,7.029,8.578
3314.3,0.127,2.604,36.597,6.769,6.984,8.578
3314.4,0.127,2.605,37.494,6.834,6.943,8.578
3314.5,0.127,2.609,38.486,6.81,6.95,8.578
3314.6,0.128,2.614,38.574,6.827,6.991,8.578
3314.7,0.128,2.618,39.701,6.849,7.037,8.578
3314.8,0.129,2.619,39.708,6.846,7.057,8.578
3314.9,0.13,2.618,40.742,6.931,7.047,8.578
3315.0,0.13,2.616,41.092,6.876,7.02,8.578
3315.1,0.132,2.612,40.07,6.949,6.994,8.578
3315.2,0.132,2.608,40.829,7.045,6.971,8.578
3315.3,0.132,2.605,42.249,6.951,6.947,8.578
3315.4,0.132,2.605,42.988,7.004,6.922,8.578
3315.5,0.133,2.608,43.96,6.911,6.919,8.578
3315.6,0.135,2.61,41.76,6.99,6.942,8.591
3315.7,0.137,2.611,42.683,7.015,6.985,8.578
3315.8,0.139,2.609,42.96,6.953,7.043,8.578
3315.9,0.14,2.607,42.84,6.902,7.095,8.578
3316.0,0.141,2.606,43.95,6.825,7.124,8.578
3316.1,0.139,2.606,43.83,6.863,7.135,8.625
3316.2,0.145,2.606,41.809,6.868,7.138,8.594
3316.3,0.148,2.606,43.801,6.923,7.134,8.578
3316.4,0.149,2.607,45.29,6.872,7.117,8.602
3316.5,0.144,2.606,45.434,6.917,7.085,8.625
3316.6,0.142,2.602,45.344,6.902,7.053,8.625
3316.7,0.139,2.598,42.69,6.883,7.04,8.625
3316.8,0.139,2.596,43.663,6.925,7.049,8.625
3316.9,0.141,2.595,43.931,6.831,7.071,8.625
3317.0,0.143,2.595,42.847,6.695,7.111,8.625
3317.1,0.144,2.596,43.036,6.586,7.166,8.625
3317.2,0.145,2.598,43.733,6.59,7.229,8.625
3317.3,0.145,2.601,44.308,6.557,7.283,8.625
3317.4,0.141,2.601,45.006,6.369,7.309,8.641
3317.5,0.144,2.598,44.86,6.27,7.31,8.641
3317.6,0.142,2.594,44.83,5.995,7.304,8.672
3317.7,0.143,2.592,43.859,5.798,7.285,8.672
3317.8,0.146,2.593,43.566,5.687,7.245,8.672
3317.9,0.148,2.596,45.424,5.494,7.189,8.672
3318.0,0.151,2.596,48.121,5.342,7.121,8.672
3318.1,0.157,2.592,49.398,5.234,7.041,8.656
3318.2,0.158,2.585,48.693,4.981,6.944,8.625
3318.3,0.158,2.578,48.885,4.447,6.844,8.625
3318.4,0.158,2.574,47.419,4.066,6.742,8.594
3318.5,0.151,2.576,45.676,4.011,6.664,8.578
3318.6,0.144,2.582,41.702,4.12,6.628,8.578
3318.7,0.137,2.591,38.688,4.408,6.646,8.578
3318.8,0.132,2.598,35.411,4.464,6.715,8.578
3318.9,0.129,2.602,34.595,4.419,6.803,8.578
3319.0,0.128,2.602,35.846,4.425,6.849,8.578
3319.1,0.13,2.6,35.973,4.278,6.823,8.578
3319.2,0.132,2.597,37.829,4.179,6.741,8.578
3319.3,0.134,2.593,36.893,4.163,6.671,8.578
3319.4,0.134,2.589,36.433,4.274,6.666,8.578
3319.5,0.133,2.587,37.408,4.466,6.722,8.578
3319.6,0.131,2.587,38.785,4.529,6.805,8.578
3319.7,0.13,2.589,38.212,4.496,6.871,8.578
3319.8,0.129,2.592,36.494,4.427,6.902,8.578
3319.9,0.129,2.594,36.401,4.487,6.893,8.578
3320.0,0.13,2.594,38.034,4.537,6.856,8.578
3320.1,0.131,2.591,38.759,4.672,6.813,8.578
3320.2,0.133,2.589,38.369,4.682,6.784,8.578
3320.3,0.135,2.59,39.582,4.689,6.786,8.578
3320.4,0.137,2.592,39.91,4.72,6.812,8.578
3320.5,0.138,2.593,40.42,4.703,6.831,8.578
3320.6,0.139,2.591,39.623,4.721,6.83,8.578
3320.7,0.141,2.588,38.766,4.774,6.821,8.578
3320.8,0.144,2.585,39.694,4.661,6.815,8.578
3320.9,0.145,2.581,40.342,4.785,6.805,8.578
3321.0,0.143,2.579,41.775,4.875,6.796,8.578
3321.1,0.139,2.58,41.051,4.782,6.795,8.578
3321.2,0.134,2.581,40.394,4.837,6.815,8.578
3321.3,0.13,2.582,41.342,4.889,6.852,8.578
3321.4,0.127,2.584,39.518,5.0,6.903,8.578
3321.5,0.125,2.588,38.101,5.209,6.958,8.578
3321.6,0.124,2.593,36.618,5.349,7.006,8.578
3321.7,0.122,2.598,34.905,5.516,7.038,8.578
3321.8,0.121,2.599,34.845,5.495,7.043,8.578
3321.9,0.122,2.599,35.105,5.541,7.019,8.557
3322.0,0.12,2.598,35.249,5.519,6.98,8.578
3322.1,0.121,2.598,35.029,5.463,6.937,8.578
3322.2,0.123,2.599,38.177,5.573,6.903,8.578
3322.3,0.126,2.599,40.149,5.585,6.861,8.578
3322.4,0.129,2.597,39.356,5.594,6.817,8.578
3322.5,0.13,2.594,38.351,5.493,6.828,8.578
3322.6,0.132,2.592,37.35,5.593,6.839,8.578
3322.7,0.131,2.591,37.887,5.519,6.904,8.578
3322.8,0.13,2.591,37.677,5.587,6.937,8.578
3322.9,0.129,2.589,39.675,5.564,6.898,8.578
3323.0,0.129,2.586,40.326,5.534,6.812,8.578
3323.1,0.129,2.586,40.181,5.525,6.742,8.578
3323.2,0.13,2.589,39.643,5.541,6.732,8.578
3323.3,0.132,2.591,40.227,5.463,6.783,8.578
3323.4,0.133,2.591,39.566,5.446,6.839,8.578
3323.5,0.134,2.59,40.041,5.421,6.857,8.578
3323.6,0.134,2.59,41.47,5.386,6.813,8.578
3323.7,0.134,2.59,40.315,5.404,6.724,8.578
3323.8,0.135,2.588,40.541,5.284,6.632,8.578
3323.9,0.135,2.583,41.896,5.272,6.557,8.578
3324.0,0.137,2.578,43.223,5.177,6.512,8.578
3324.1,0.139,2.575,43.352,4.931,6.493,8.578
3324.2,0.141,2.574,42.834,4.979,6.484,8.578
3324.3,0.141,2.576,43.992,5.027,6.48,8.578
3324.4,0.141,2.579,44.397,4.978,6.474,8.578
3324.5,0.141,2.583,45.571,4.905,6.471,8.578
3324.6,0.143,2.586,46.636,4.958,6.477,8.578
3324.7,0.144,2.586,49.383,4.824,6.481,8.578
3324.8,0.144,2.583,48.897,4.833,6.476,8.578
3324.9,0.142,2.581,47.928,5.091,6.464,8.578
3325.0,0.138,2.581,46.461,5.26,6.461,8.578
3325.1,0.132,2.584,43.938,5.216,6.481,8.578
3325.2,0.124,2.586,41.688,5.271,6.531,8.578
3325.3,0.118,2.588,39.975,6.024,6.61,8.578
3325.4,0.113,2.59,37.694,6.636,6.706,8.578
3325.5,0.111,2.59,36.21,7.495,6.803,8.578
3325.6,0.11,2.59,35.965,8.238,6.892,8.557
3325.7,0.109,2.592,35.784,8.758,6.96,8.578
3325.8,0.108,2.594,36.065,9.741,6.995,8.578
3325.9,0.107,2.597,35.841,9.729,7.001,8.578
3326.0,0.108,2.599,37.36,8.812,6.985,8.578
3326.1,0.111,2.601,38.318,7.863,6.953,8.578
3326.2,0.115,2.602,38.286,7.364,6.891,8.578
3326.3,0.119,2.6,40.151,7.164,6.817,8.578
3326.4,0.124,2.597,40.666,7.46,6.777,8.578
3326.5,0.127,2.596,40.982,7.072,6.788,8.625
3326.6,0.131,2.598,41.681,6.719,6.83,8.625
3326.7,0.134,2.601,41.92,6.293,6.862,8.625
3326.8,0.137,2.602,41.353,6.35,6.865,8.609
3326.9,0.136,2.602,41.825,5.961,6.841,8.578
3327.0,0.136,2.601,43.825,6.141,6.79,8.578
3327.1,0.138,2.602,46.514,6.421,6.729,8.578
3327.2,0.14,2.602,47.183,6.753,6.681,8.578
3327.3,0.142,2.602,49.216,6.852,6.663,8.578
3327.4,0.141,2.6,51.197,6.725,6.676,8.578
3327.5,0.138,2.599,49.171,6.965,6.709,8.578
3327.6,0.135,2.599,47.365,6.64,6.751,8.578
3327.7,0.134,2.602,46.85,6.692,6.791,8.578
3327.8,0.134,2.605,47.697,6.971,6.83,8.578
3327.9,0.135,2.604,48.345,6.978,6.874,8.578
3328.0,0.136,2.602,49.728,6.858,6.934,8.578
3328.1,0.137,2.6,49.457,6.744,6.999,8.578
3328.2,0.135,2.601,49.438,6.774,7.042,8.602
3328.3,0.135,2.602,49.095,6.777,7.05,8.625
3328.4,0.135,2.602,49.153,6.792,7.031,8.625
3328.5,0.138,2.601,49.25,6.713,7.008,8.594
3328.6,0.136,2.601,49.299,6.763,7.01,8.594
3328.7,0.136,2.603,50.052,6.604,7.049,8.625
3328.8,0.136,2.606,48.933,6.605,7.102,8.625
3328.9,0.136,2.608,48.513,6.769,7.12,8.625
3329.0,0.134,2.607,48.248,6.954,7.076,8.625
3329.1,0.131,2.607,48.334,7.188,6.979,8.625
3329.2,0.128,2.608,48.92,7.278,6.871,8.625
3329.3,0.125,2.61,48.88,7.392,6.776,8.625
3329.4,0.123,2.612,48.454,7.368,6.703,8.625
3329.5,0.123,2.614,48.454,7.292,6.655,8.625
3329.6,0.124,2.616,48.563,7.286,6.61,8.625
3329.7,0.125,2.616,46.639,7.194,6.547,8.625
3329.8,0.126,2.614,46.524,7.202,6.465,8.625
3329.9,0.13,2.611,48.662,7.054,6.392,8.594
3330.0,0.132,2.608,49.591,6.76,6.345,8.609
3330.1,0.131,2.607,50.943,6.531,6.319,8.609
3330.2,0.136,2.605,52.816,6.343,6.302,8.609
3330.3,0.137,2.601,53.16,6.191,6.295,8.578
3330.4,0.138,2.596,52.666,5.997,6.304,8.578
3330.5,0.14,2.591,53.357,5.957,6.329,8.578
3330.6,0.142,2.586,54.213,5.734,6.36,8.609
3330.7,0.141,2.581,54.24,5.506,6.366,8.609
3330.8,0.143,2.579,53.206,5.098,6.324,8.625
3330.9,0.148,2.578,53.533,4.994,6.222,8.594
3331.0,0.152,2.578,54.112,4.996,6.064,8.568
3331.1,0.153,2.577,54.916,4.979,5.862,8.568
3331.2,0.156,2.575,55.028,4.883,5.67,8.578
3331.3,0.159,2.573,57.24,4.7,5.58,8.547
3331.4,0.159,2.572,59.218,4.563,5.651,8.547
3331.5,0.155,2.574,58.096,4.547,5.88,8.563
3331.6,0.152,2.578,57.309,4.578,6.193,8.578
3331.7,0.144,2.582,55.778,4.479,6.493,8.578
3331.8,0.133,2.586,52.361,4.562,6.745,8.578
3331.9,0.122,2.592,42.688,4.976,6.931,8.568
3332.0,0.106,2.598,29.899,5.688,7.076,8.568
3332.1,0.097,2.602,22.663,5.761,7.191,8.547
3332.2,0.088,2.602,18.814,5.818,7.288,8.578
3332.3,0.086,2.6,15.359,5.718,7.342,8.547
3332.4,0.085,2.6,14.425,5.714,7.354,8.578
3332.5,0.087,2.602,14.465,5.633,7.347,8.578
3332.6,0.091,2.605,14.539,5.509,7.359,8.578
3332.7,0.095,2.608,14.694,5.408,7.389,8.578
3332.8,0.098,2.608,14.361,5.331,7.409,8.578
3332.9,0.099,2.608,14.926,5.262,7.408,8.578
3333.0,0.099,2.605,15.255,5.209,7.4,8.578
3333.1,0.1,2.601,15.261,5.137,7.406,8.578
3333.2,0.1,2.595,15.125,5.104,7.429,8.578
3333.3,0.101,2.591,14.426,5.052,7.455,8.578
3333.4,0.102,2.589,14.136,4.974,7.486,8.578
3333.5,0.105,2.59,13.445,4.909,7.503,8.578
3333.6,0.107,2.592,13.902,4.873,7.487,8.578
3333.7,0.108,2.594,14.206,4.824,7.44,8.578
3333.8,0.111,2.596,13.61,4.779,7.402,8.524
3333.9,0.111,2.595,14.712,4.787,7.418,8.547
3334.0,0.109,2.592,14.489,4.765,7.5,8.563
3334.1,0.107,2.588,14.381,4.677,7.603,8.625
3334.2,0.108,2.587,14.908,4.613,7.666,8.625
3334.3,0.113,2.588,15.606,4.603,7.653,8.594
3334.4,0.115,2.591,17.779,4.529,7.579,8.578
3334.5,0.119,2.596,21.185,4.527,7.497,8.578
3334.6,0.123,2.602,25.781,4.432,7.453,8.578
3334.7,0.125,2.606,28.487,4.437,7.451,8.625
3334.8,0.131,2.606,30.312,4.309,7.447,8.625
3334.9,0.137,2.602,33.008,4.268,7.394,8.625
3335.0,0.143,2.599,35.954,4.196,7.279,8.625
3335.1,0.149,2.599,40.6,4.04,7.13,8.625
3335.2,0.155,2.599,45.321,3.954,6.988,8.625
3335.3,0.16,2.597,48.441,3.763,6.903,8.625
3335.4,0.168,2.593,52.627,3.594,6.881,8.594
3335.5,0.172,2.589,55.323,3.462,6.901,8.578
3335.6,0.171,2.588,56.76,3.393,6.917,8.625
3335.7,0.171,2.587,57.335,3.243,6.91,8.625
3335.8,0.168,2.585,56.873,3.227,6.878,8.625
3335.9,0.168,2.582,57.831,3.19,6.823,8.594
3336.0,0.165,2.579,57.051,3.247,6.728,8.609
3336.1,0.163,2.576,55.944,3.367,6.565,8.578
3336.2,0.16,2.576,56.108,3.407,6.344,8.578
3336.3,0.159,2.575,54.843,3.44,6.116,8.562
3336.4,0.155,2.574,56.122,3.487,5.983,8.547
3336.5,0.153,2.572,58.378,3.562,5.994,8.547
3336.6,0.147,2.568,56.986,3.618,6.095,8.625
3336.7,0.146,2.564,55.644,3.694,6.178,8.625
3336.8,0.147,2.561,56.265,3.735,6.182,8.594
3336.9,0.146,2.561,57.584,3.764,6.133,8.547
3337.0,0.144,2.563,58.522,3.836,6.111,8.547
3337.1,0.143,2.565,57.229,3.871,6.175,8.547
3337.2,0.138,2.568,58.187,3.941,6.319,8.586
3337.3,0.14,2.571,56.083,3.961,6.468,8.625
3337.4,0.14,2.573,54.52,4.0,6.546,8.625
3337.5,0.141,2.574,52.486,4.017,6.52,8.625
