DEPTH,NPHI,RHOB,GR,RT,PEF,CALI
2919.0,,,8.894,6.634,,
2919.1,,,8.773,6.799,,
2919.2,,,8.473,6.953,,
2919.3,,,8.365,6.987,,
2919.4,,,9.108,6.856,,
2919.5,,,9.041,6.482,,
2919.6,,,8.456,6.36,,
2919.7,,,9.687,7.03,,
2919.8,,,8.033,7.597,,
2919.9,,,7.22,8.331,,
2920.0,,,7.441,8.922,,
2920.1,,,7.077,9.171,,
2920.2,,,5.978,9.279,,
2920.3,,,5.034,9.525,,
2920.4,,,4.895,9.558,,
2920.5,,,4.476,9.591,,
2920.6,,,4.278,9.638,,
2920.7,,,4.331,9.633,,
2920.8,,,3.833,9.464,,
2920.9,,,3.548,9.414,,
2921.0,,,3.038,9.492,,
2921.1,,,2.645,9.506,,
2921.2,,,2.844,9.573,,
2921.3,,,3.921,9.725,,
2921.4,,,3.32,9.729,,
2921.5,,,3.411,9.672,,
2921.6,,,4.068,9.624,,
2921.7,,,5.805,9.684,,
2921.8,,,6.425,9.759,,
2921.9,,,5.811,9.886,,
2922.0,,,5.833,9.951,,
2922.1,,,5.673,9.987,,
2922.2,,,5.656,10.022,,
2922.3,,,5.655,10.135,,
2922.4,,,5.727,10.181,,
2922.5,,,5.584,10.155,,
2922.6,,,5.633,10.108,,
2922.7,,,5.441,9.936,,
2922.8,,,5.833,9.813,,
2922.9,,,6.083,9.896,,
2923.0,,,6.575,9.666,,
2923.1,,,5.8,9.335,,
2923.2,,,5.753,8.999,,
2923.3,,,6.802,8.175,,
2923.4,,,8.783,7.424,,
2923.5,,,8.953,7.149,,
2923.6,,,9.242,7.212,,
2923.7,,,9.966,7.398,,
2923.8,,,10.257,7.447,,
2923.9,,,10.697,7.374,,
2924.0,,,13.17,7.081,,
2924.1,,,13.857,6.311,,
2924.2,,,14.32,4.635,,
2924.3,,,14.776,5.062,,
2924.4,,,12.56,6.357,,
2924.5,,,10.499,7.849,,
2924.6,,,9.049,8.797,,
2924.7,,,8.528,8.838,,
2924.8,,,7.88,7.982,,
2924.9,,,6.905,7.83,,
2925.0,,,7.449,7.874,,
2925.1,,,8.748,7.739,,
2925.2,,,8.414,8.169,,
2925.3,,,7.046,8.513,,
2925.4,,,8.396,8.405,,
2925.5,,,8.298,8.176,,
2925.6,,,8.858,7.925,,
2925.7,,,7.908,7.402,,
2925.8,,,6.61,6.744,,
2925.9,,,6.923,6.755,,
2926.0,,,6.877,6.951,,
2926.1,,,7.19,7.194,,
2926.2,,,8.569,7.513,,
2926.3,,,8.819,7.261,,
2926.4,,,11.672,6.397,,
2926.5,,,12.317,5.263,,
2926.6,,,12.452,4.376,,
2926.7,,,9.887,4.066,,
2926.8,,,8.443,4.627,,
2926.9,,,7.508,5.341,,
2927.0,,,7.748,6.029,,
2927.1,,,8.544,6.557,,
2927.2,,,7.665,6.428,,
2927.3,,,7.699,5.862,,
2927.4,,,8.406,5.506,,
2927.5,,,9.039,5.096,,
2927.6,,,8.734,5.052,,
2927.7,,,8.652,5.777,,
2927.8,,,8.16,6.501,,
2927.9,,,8.027,6.889,,
2928.0,,,8.028,7.12,,
2928.1,,,7.825,7.34,,
2928.2,,,6.127,7.42,,
2928.3,,,5.5,7.511,,
2928.4,,,4.68,7.576,,
2928.5,,,5.256,7.628,,
2928.6,,,4.438,7.711,,
2928.7,,,5.774,7.889,,
2928.8,,,7.983,8.085,,
2928.9,,,8.746,7.824,,
2929.0,,,9.813,7.284,,
2929.1,,,10.119,7.236,,
2929.2,,,9.42,7.23,,
2929.3,,,8.84,7.176,,
2929.4,,,10.144,7.456,,
2929.5,,,10.761,7.437,,
2929.6,,,11.962,7.371,,
2929.7,,,11.96,7.362,,
2929.8,,,10.09,7.377,,
2929.9,,,9.232,7.349,,
2930.0,,,9.441,7.019,,
2930.1,,,11.091,6.678,,
2930.2,,,12.387,7.176,,
2930.3,,,13.268,7.418,,
2930.4,,,11.389,7.365,,
2930.5,,,10.515,7.343,,
2930.6,,,10.062,7.187,,
2930.7,,,9.592,7.048,,
2930.8,,,10.193,7.006,,
2930.9,,,8.838,7.502,,
2931.0,,,6.808,7.812,,
2931.1,,,5.437,7.785,,
2931.2,,,5.881,7.748,,
2931.3,,,5.174,7.736,,
2931.4,,,4.304,7.717,,
2931.5,,,3.624,7.678,,
2931.6,,,3.707,7.716,,
2931.7,,,3.277,7.802,,
2931.8,,,4.438,7.871,,
2931.9,,,4.44,7.829,,
2932.0,,,4.089,7.781,,
2932.1,,,5.849,7.696,,
2932.2,,,5.741,7.668,,
2932.3,,,5.733,7.758,,
2932.4,,,5.914,7.816,,
2932.5,,,7.135,7.882,,
2932.6,,,9.569,8.283,,
2932.7,,,11.506,9.019,,
2932.8,,,11.589,8.786,,
2932.9,,,12.382,7.772,,
2933.0,,,15.403,6.749,,
2933.1,,,15.324,5.576,,
2933.2,,,17.2,4.647,,
2933.3,,,17.096,4.864,,
2933.4,,,17.053,5.45,,
2933.5,,,15.08,5.63,,
2933.6,,,16.074,5.833,,
2933.7,,,16.555,5.816,,
2933.8,,,17.67,4.896,,
2933.9,,,19.318,4.576,,
2934.0,,,17.353,4.302,,
2934.1,,,17.233,4.47,,
2934.2,,,15.804,5.079,,
2934.3,,,13.27,5.421,,
2934.4,,,12.232,5.841,,
2934.5,,,12.02,6.092,,
2934.6,,,11.957,5.901,,
2934.7,,,13.001,5.989,,
2934.8,,,12.043,6.282,,
2934.9,,,10.778,6.559,,
2935.0,,,8.669,7.133,,
2935.1,,,5.562,7.46,,
2935.2,,,5.796,7.654,,
2935.3,,,5.822,7.714,,
2935.4,,,6.591,7.731,,
2935.5,,,7.202,7.639,,
2935.6,,,6.669,7.393,,
2935.7,,,5.337,7.175,,
2935.8,,,3.971,7.051,,
2935.9,,,5.185,6.956,,
2936.0,,,5.474,6.832,,
2936.1,,,4.554,6.763,,
2936.2,,,4.762,6.746,,
2936.3,,,4.268,6.703,,
2936.4,,,6.009,6.575,,
2936.5,,,5.854,6.432,,
2936.6,,,5.564,6.358,,
2936.7,,,5.091,6.338,,
2936.8,,,4.733,6.323,,
2936.9,,,5.122,6.323,,
2937.0,,,4.734,6.387,,
2937.1,,,4.152,6.469,,
2937.2,,,4.381,6.477,,
2937.3,,,5.347,6.477,,
2937.4,,,5.378,6.479,,
2937.5,,,5.294,6.404,,
2937.6,,,5.189,6.323,,
2937.7,,,5.193,6.232,,
2937.8,,,6.538,6.127,,
2937.9,,,6.774,5.938,,
2938.0,,,6.26,5.699,,
2938.1,,,6.637,5.521,,
2938.2,,,7.715,5.414,,
2938.3,,,6.417,5.387,,
2938.4,,,6.212,5.375,,
2938.5,,,6.862,5.307,,
2938.6,,,5.911,5.426,,
2938.7,,,4.632,5.532,,
2938.8,,,4.713,5.583,,
2938.9,,,4.111,5.756,,
2939.0,,,5.177,5.827,,
2939.1,,,5.536,6.002,,
2939.2,,,4.929,5.928,,
2939.3,,,5.909,6.12,,
2939.4,,,5.6,6.166,,
2939.5,,,5.566,6.177,,
2939.6,,,5.272,6.094,,
2939.7,,,4.537,5.911,,
2939.8,,,4.308,5.797,,
2939.9,,,4.233,5.812,,
2940.0,,,4.348,5.83,,
2940.1,,,4.968,5.832,,
2940.2,,,5.014,5.9,,
2940.3,,,5.928,6.048,,
2940.4,,,6.913,6.25,,
2940.5,,,6.625,6.316,,
2940.6,,,7.862,6.22,,
2940.7,,,6.73,5.886,,
2940.8,,,4.922,5.804,,
2940.9,,,5.539,5.883,,
2941.0,,,4.821,5.977,,
2941.1,,,3.923,6.018,,
2941.2,,,4.564,6.022,,
2941.3,,,4.177,5.878,,
2941.4,,,4.349,5.817,,
2941.5,,,5.755,5.874,,
2941.6,,,4.914,5.847,,
2941.7,,,4.366,5.898,,
2941.8,,,4.608,6.223,,
2941.9,,,4.457,6.363,,
2942.0,,,4.298,6.49,,
2942.1,,,3.56,6.528,,
2942.2,,,4.304,6.511,,
2942.3,,,5.246,6.345,,
2942.4,,,5.473,6.279,,
2942.5,,,5.474,6.257,,
2942.6,,,6.705,6.235,,
2942.7,,,7.87,6.229,,
2942.8,,,8.195,6.274,,
2942.9,,,10.598,6.306,,
2943.0,,,11.213,6.355,,
2943.1,,,9.471,6.217,,
2943.2,,,8.643,5.881,,
2943.3,,,7.054,5.64,,
2943.4,,,5.445,5.597,,
2943.5,,,4.729,5.574,,
2943.6,,,3.909,5.455,,
2943.7,,,4.045,5.201,,
2943.8,,,3.799,4.914,,
2943.9,,,4.093,4.694,,
2944.0,,,2.726,4.532,,
2944.1,,,2.83,4.347,,
2944.2,,,2.99,4.139,,
2944.3,,,2.366,4.067,,
2944.4,,,1.992,4.003,,
2944.5,,,2.803,3.979,,
2944.6,,,4.495,4.044,,
2944.7,,,5.67,4.154,,
2944.8,,,6.091,4.31,,
2944.9,,,5.997,4.424,,
2945.0,,,6.318,4.481,,
2945.1,,,7.835,4.44,,
2945.2,,,6.796,4.553,,
2945.3,,,6.149,4.713,,
2945.4,,,7.228,4.969,,
2945.5,,,6.359,5.161,,
2945.6,,,8.33,5.427,,
2945.7,,,9.313,5.726,,
2945.8,,,7.642,5.72,,
2945.9,,,8.013,5.675,,
2946.0,,,7.102,5.646,,
2946.1,,,7.044,5.666,,
2946.2,,,7.567,5.632,,
2946.3,,,9.442,5.646,,
2946.4,,,9.746,5.69,,
2946.5,,,9.349,5.624,,
2946.6,,,8.397,5.594,,
2946.7,,,9.092,5.529,,
2946.8,,,10.541,5.374,,
2946.9,,,10.99,5.443,,
2947.0,,,10.696,5.705,,
2947.1,,,9.504,5.629,,
2947.2,,,6.802,5.377,,
2947.3,,,5.55,5.252,,
2947.4,,,5.426,5.129,,
2947.5,,,6.861,5.019,,
2947.6,,,6.713,4.96,,
2947.7,,,7.73,5.003,,
2947.8,,,7.267,5.089,,
2947.9,,,7.654,5.182,,
2948.0,,,6.887,5.186,,
2948.1,,,7.201,5.106,,
2948.2,,,7.164,5.082,,
2948.3,,,7.433,5.073,,
2948.4,,,6.467,5.06,,
2948.5,,,6.373,5.011,,
2948.6,,,7.876,4.972,,
2948.7,,,8.578,4.989,,
2948.8,,,8.753,5.005,,
2948.9,,,8.261,5.004,,
2949.0,,,6.694,4.962,,
2949.1,,,5.634,4.926,,
2949.2,,,5.486,4.884,,
2949.3,,,5.702,4.779,,
2949.4,,,5.313,4.677,,
2949.5,,,4.724,4.575,,
2949.6,,,5.313,4.499,,
2949.7,,,4.964,4.436,,
2949.8,,,4.117,4.395,,
2949.9,,,5.206,4.353,,
2950.0,,,6.069,4.326,,
2950.1,,,6.627,4.295,,
2950.2,,,5.201,4.255,,
2950.3,,,4.808,4.22,,
2950.4,,,4.053,4.178,,
2950.5,,,3.897,4.139,,
2950.6,,,3.701,4.065,,
2950.7,,,3.314,3.982,,
2950.8,,,3.495,3.922,,
2950.9,,,3.671,3.95,,
2951.0,,,4.205,3.904,,
2951.1,,,3.761,3.846,,
2951.2,,,3.59,3.803,,
2951.3,,,3.429,3.779,,
2951.4,,,3.045,3.755,,
2951.5,,,3.707,3.725,,
2951.6,,,4.393,3.693,,
2951.7,,,5.23,3.683,,
2951.8,,,5.683,3.691,,
2951.9,,,4.362,3.687,,
2952.0,,,5.151,3.673,,
2952.1,,,6.121,3.633,,
2952.2,,,5.512,3.608,,
2952.3,,,4.695,3.603,,
2952.4,,,3.888,3.608,,
2952.5,,,3.334,3.587,,
2952.6,,,4.038,3.563,,
2952.7,,,4.219,3.553,,
2952.8,,,4.754,3.637,,
2952.9,,,5.36,3.731,,
2953.0,,,4.873,3.771,,
2953.1,,,4.817,3.841,,
2953.2,,,5.535,3.872,,
2953.3,,,6.754,3.818,,
2953.4,,,9.276,3.751,,
2953.5,,,11.363,3.681,,
2953.6,,,10.512,3.709,,
2953.7,,,10.813,3.762,,
2953.8,,,10.057,3.884,,
2953.9,,,8.345,3.926,,
2954.0,,,7.102,3.944,,
2954.1,,,6.018,3.969,,
2954.2,,,5.231,3.987,,
2954.3,,,4.303,3.974,,
2954.4,,,4.778,3.98,,
2954.5,,,4.775,4.05,,
2954.6,,,4.663,4.212,,
2954.7,,,3.39,4.458,,
2954.8,,,3.321,4.661,,
2954.9,,,4.063,4.782,,
2955.0,,,4.612,4.802,,
2955.1,,,5.023,4.808,,
2955.2,,,3.986,4.856,,
2955.3,,,4.988,4.908,,
2955.4,,,7.48,4.946,,
2955.5,,,7.006,4.993,,
2955.6,,,8.581,5.153,,
2955.7,,,8.977,5.313,,
2955.8,,,7.772,5.43,,
2955.9,,,6.126,5.448,,
2956.0,,,6.454,5.556,,
2956.1,,,6.933,5.603,,
2956.2,,,6.318,5.72,,
2956.3,,,5.491,5.843,,
2956.4,,,5.054,5.99,,
2956.5,,,4.96,6.187,,
2956.6,,,5.213,6.299,,
2956.7,,,5.682,6.336,,
2956.8,,,5.672,6.541,,
2956.9,,,4.865,6.891,,
2957.0,,,3.6,6.979,,
2957.1,,,3.562,7.037,,
2957.2,,,4.014,7.124,,
2957.3,,,3.843,7.236,,
2957.4,,,3.235,7.398,,
2957.5,,,3.918,7.651,,
2957.6,,,3.42,7.795,,
2957.7,,,3.796,7.894,,
2957.8,,,4.599,8.033,,
2957.9,,,4.534,8.196,,
2958.0,,,4.322,8.406,,
2958.1,,,6.032,8.612,,
2958.2,,,6.041,8.686,,
2958.3,,,5.62,8.68,,
2958.4,,,6.181,8.648,,
2958.5,,,5.172,8.624,,
2958.6,,,4.14,8.576,,
2958.7,,,3.741,8.557,,
2958.8,,,4.479,8.56,,
2958.9,,,4.938,8.553,,
2959.0,,,4.859,8.519,,
2959.1,,,5.108,8.428,,
2959.2,,,6.243,8.329,,
2959.3,,,6.566,8.22,,
2959.4,,,6.363,7.942,,
2959.5,,,5.143,7.565,,
2959.6,,,4.876,7.327,,
2959.7,,,4.125,7.184,,
2959.8,,,4.165,6.983,,
2959.9,,,3.693,6.689,,
2960.0,,,3.895,6.562,,
2960.1,,,4.775,6.38,,
2960.2,,,4.107,6.22,,
2960.3,,,3.39,5.984,,
2960.4,,,4.352,5.913,,
2960.5,,,5.692,5.841,,
2960.6,,,6.322,5.771,,
2960.7,,,6.514,5.747,,
2960.8,,,5.369,5.708,,
2960.9,,,6.502,5.773,,
2961.0,,,6.323,5.801,,
2961.1,,,6.261,5.747,,
2961.2,,,5.982,5.682,,
2961.3,,,6.734,5.637,,
2961.4,,,6.71,5.644,,
2961.5,,,6.052,5.617,,
2961.6,,,6.033,5.59,,
2961.7,,,5.972,5.562,,
2961.8,,,4.607,5.491,,
2961.9,,,3.226,5.397,,
2962.0,,,4.11,5.407,,
2962.1,,,4.214,5.42,,
2962.2,,,5.281,5.452,,
2962.3,,,5.242,5.523,,
2962.4,,,4.801,5.584,,
2962.5,,,4.503,5.543,,
2962.6,,,4.827,5.434,,
2962.7,,,4.857,5.327,,
2962.8,,,3.37,5.243,,
2962.9,,,4.074,5.227,,
2963.0,,,4.346,5.318,,
2963.1,,,5.336,5.387,,
2963.2,,,6.546,5.435,,
2963.3,,,5.938,5.682,,
2963.4,,,5.33,5.78,,
2963.5,,,5.005,5.925,,
2963.6,,,5.875,5.979,,
2963.7,,,6.729,6.062,,
2963.8,,,7.936,6.166,,
2963.9,,,7.833,6.371,,
2964.0,,,7.114,6.513,,
2964.1,,,6.202,6.604,,
2964.2,,,5.423,6.618,,
2964.3,,,5.362,6.636,,
2964.4,,,4.662,6.623,,
2964.5,,,4.498,6.612,,
2964.6,,,5.137,6.607,,
2964.7,,,5.336,6.596,,
2964.8,,,5.737,6.575,,
2964.9,,,5.605,6.547,,
2965.0,,,4.453,6.514,,
2965.1,,,5.329,6.482,,
2965.2,,,5.184,6.428,,
2965.3,,,4.623,6.368,,
2965.4,,,3.569,6.363,,
2965.5,,,4.33,6.306,,
2965.6,,,4.924,6.252,,
2965.7,,,4.946,6.233,,
2965.8,,,6.418,6.23,,
2965.9,,,6.622,6.221,,
2966.0,,,5.536,6.254,,
2966.1,,,5.345,6.254,,
2966.2,,,5.271,6.252,,
2966.3,,,4.957,6.099,,
2966.4,,,5.691,6.016,,
2966.5,,,5.625,6.017,,
2966.6,,,5.308,5.969,,
2966.7,,,4.656,5.905,,
2966.8,,,5.032,5.934,,
2966.9,,,6.787,5.991,,
2967.0,,,6.518,6.004,,
2967.1,,,6.257,5.915,,
2967.2,,,7.649,5.786,,
2967.3,,,8.713,5.68,,
2967.4,,,7.845,5.652,,
2967.5,,,6.446,5.555,,
2967.6,,,6.965,5.439,,
2967.7,,,6.232,5.438,,
2967.8,,,5.117,5.412,,
2967.9,,,5.94,5.368,,
2968.0,,,5.131,5.316,,
2968.1,,,4.308,5.305,,
2968.2,,,4.349,5.329,,
2968.3,,,3.184,5.318,,
2968.4,,,3.63,5.343,,
2968.5,,,6.401,5.399,,
2968.6,,,5.496,5.412,,
2968.7,,,4.223,5.403,,
2968.8,,,4.027,5.427,,
2968.9,,,4.119,5.416,,
2969.0,,,4.716,5.378,,
2969.1,,,5.115,5.407,,
2969.2,,,4.807,5.444,,
2969.3,,,4.965,5.452,,
2969.4,,,3.532,5.509,,
2969.5,,,3.784,5.56,,
2969.6,,,4.164,5.597,,
2969.7,,,3.906,5.613,,
2969.8,,,5.48,5.634,,
2969.9,,,4.873,5.642,,
2970.0,,,3.998,5.686,,
2970.1,,,3.882,5.743,,
2970.2,,,4.659,5.769,,
2970.3,,,4.682,5.755,,
2970.4,,,4.317,5.769,,
2970.5,,,4.396,5.766,,
2970.6,,,4.216,5.763,,
2970.7,,,3.929,5.819,,
2970.8,,,3.292,5.743,,
2970.9,,,3.951,5.668,,
2971.0,,,4.029,5.544,,
2971.1,,,4.121,5.544,,
2971.2,,,4.448,5.57,,
2971.3,,,4.714,5.576,,
2971.4,,,5.177,5.54,,
2971.5,,,5.748,5.489,,
2971.6,,,5.86,5.467,,
2971.7,,,4.599,5.395,,
2971.8,,,4.59,5.237,,
2971.9,,,5.19,5.027,,
2972.0,,,5.753,4.968,,
2972.1,,,5.857,4.892,,
2972.2,,,5.667,4.787,,
2972.3,,,5.887,4.682,,
2972.4,,,5.144,4.587,,
2972.5,,,5.473,4.53,,
2972.6,,,4.973,4.487,,
2972.7,,,4.742,4.549,,
2972.8,,,4.604,4.572,,
2972.9,,,6.356,4.467,,
2973.0,,,7.306,4.422,,
2973.1,,,9.732,4.454,,
2973.2,,,9.244,4.45,,
2973.3,,,7.704,4.574,,
2973.4,,,6.903,4.893,,
2973.5,,,6.633,4.95,,
2973.6,,,5.181,4.987,,
2973.7,,,4.388,5.008,,
2973.8,,,4.606,4.972,,
2973.9,,,5.092,4.95,,
2974.0,,,5.372,4.918,,
2974.1,,,4.849,4.924,,
2974.2,,,4.736,4.93,,
2974.3,,,5.156,5.118,,
2974.4,,,4.651,5.313,,
2974.5,,,4.398,5.374,,
2974.6,,,4.864,5.401,,
2974.7,,,4.836,5.44,,
2974.8,,,3.708,5.52,,
2974.9,,,3.225,5.628,,
2975.0,,,4.092,5.69,,
2975.1,,,5.41,5.748,,
2975.2,,,7.292,5.89,,
2975.3,,,7.559,6.032,,
2975.4,,,6.581,6.104,,
2975.5,,,6.825,6.13,,
2975.6,,,6.564,6.21,,
2975.7,,,7.736,6.294,,
2975.8,,,7.53,6.403,,
2975.9,,,6.403,6.459,,
2976.0,,,6.788,6.413,,
2976.1,,,6.616,6.301,,
2976.2,,,6.326,6.204,,
2976.3,,,6.888,6.243,,
2976.4,,,7.991,6.343,,
2976.5,,,7.666,6.418,,
2976.6,,,6.033,6.423,,
2976.7,,,5.694,6.869,,
2976.8,,,4.784,7.322,,
2976.9,,,4.816,7.409,,
2977.0,,,6.215,7.44,,
2977.1,,,8.799,7.384,,
2977.2,,,8.666,7.346,,
2977.3,,,8.364,7.26,,
2977.4,,,7.405,7.257,,
2977.5,,,5.591,7.317,,
2977.6,,,5.865,7.281,,
2977.7,,,5.4,7.187,,
2977.8,,,4.587,7.137,,
2977.9,,,4.445,7.11,,
2978.0,,,4.335,7.08,,
2978.1,,,4.358,6.815,,
2978.2,,,5.858,6.7,,
2978.3,,,6.315,6.719,,
2978.4,,,5.55,6.735,,
2978.5,,,5.536,6.606,,
2978.6,,,6.198,6.518,,
2978.7,,,6.28,6.476,,
2978.8,,,6.034,6.31,,
2978.9,,,7.443,6.139,,
2979.0,,,7.229,5.918,,
2979.1,,,6.215,5.601,,
2979.2,,,5.482,5.543,,
2979.3,,,5.007,5.497,,
2979.4,,,5.63,5.519,,
2979.5,,,6.451,5.537,,
2979.6,,,5.252,5.479,,
2979.7,,,5.808,5.456,,
2979.8,,,6.21,5.448,,
2979.9,,,5.251,5.422,,
2980.0,,,4.117,5.306,,
2980.1,,,4.021,5.263,,
2980.2,,,4.562,5.215,,
2980.3,,,5.494,5.166,,
2980.4,,,5.745,5.137,,
2980.5,,,6.544,5.155,,
2980.6,,,5.54,5.202,,
2980.7,,,6.43,5.23,,
2980.8,,,7.548,5.258,,
2980.9,,,8.515,5.349,,
2981.0,,,7.853,5.489,,
2981.1,,,8.307,5.518,,
2981.2,,,9.511,5.621,,
2981.3,,,10.788,5.541,,
2981.4,,,12.395,5.195,,
2981.5,,,13.597,5.001,,
2981.6,,,11.864,4.872,,
2981.7,,,9.82,4.714,,
2981.8,,,10.624,4.6,,
2981.9,,,10.869,4.513,,
2982.0,,,9.199,4.431,,
2982.1,,,9.333,4.435,,
2982.2,,,10.318,4.236,,
2982.3,,,9.863,4.142,,
2982.4,,,9.24,4.11,,
2982.5,,,8.223,4.068,,
2982.6,,,8.026,3.991,,
2982.7,,,9.234,3.919,,
2982.8,,,8.741,3.786,,
2982.9,,,8.341,3.672,,
2983.0,,,8.677,3.627,,
2983.1,,,10.028,3.665,,
2983.2,,,10.444,3.668,,
2983.3,,,11.619,3.693,,
2983.4,,,11.77,3.681,,
2983.5,,,11.548,3.655,,
2983.6,,,10.781,3.69,,
2983.7,,,10.207,3.728,,
2983.8,,,9.684,3.709,,
2983.9,,,9.05,3.593,,
2984.0,,,8.333,3.528,,
2984.1,,,8.641,3.552,,
2984.2,,,9.154,3.732,,
2984.3,,,9.164,3.829,,
2984.4,,,8.644,3.887,,
2984.5,,,9.792,3.874,,
2984.6,,,12.078,3.911,,
2984.7,,,10.008,3.904,,
2984.8,,,9.752,3.865,,
2984.9,,,10.922,3.795,,
2985.0,,,11.049,3.881,,
2985.1,,,9.117,4.011,,
2985.2,,,10.203,4.128,,
2985.3,,,10.081,4.213,,
2985.4,,,8.212,4.275,,
2985.5,,,7.599,4.194,,
2985.6,,,7.396,4.124,,
2985.7,,,7.769,4.057,,
2985.8,,,9.845,4.071,,
2985.9,,,11.25,4.095,,
2986.0,,,11.676,4.111,,
2986.1,,,10.849,4.123,,
2986.2,,,11.604,4.118,,
2986.3,,,12.665,4.102,,
2986.4,,,13.585,4.091,,
2986.5,,,11.499,4.059,,
2986.6,,,9.082,3.986,,
2986.7,,,9.576,4.028,,
2986.8,,,10.021,4.078,,
2986.9,,,9.712,4.123,,
2987.0,,,9.888,4.176,,
2987.1,,,11.009,4.254,,
2987.2,,,10.026,4.39,,
2987.3,,,9.109,4.52,,
2987.4,,,10.95,4.569,,
2987.5,,,11.76,4.616,,
2987.6,,,11.78,4.692,,
2987.7,,,11.492,4.761,,
2987.8,,,11.182,4.761,,
2987.9,,,11.097,4.72,,
2988.0,,,11.035,4.569,,
2988.1,,,11.754,4.492,,
2988.2,,,11.291,4.538,,
2988.3,,,10.867,4.648,,
2988.4,,,11.663,4.69,,
2988.5,,,11.706,4.197,,
2988.6,,,11.967,3.826,,
2988.7,,,13.628,3.554,,
2988.8,,,13.864,3.311,,
2988.9,,,12.707,3.135,,
2989.0,,,13.696,3.075,,
2989.1,,,14.932,2.804,,
2989.2,,,14.028,2.592,,
2989.3,,,13.058,2.568,,
2989.4,,,12.099,2.614,,
2989.5,,,11.497,2.603,,
2989.6,,,12.174,2.683,,
2989.7,,,12.194,2.741,,
2989.8,,,11.554,2.732,,
2989.9,,,10.686,2.671,,
2990.0,,,11.095,2.595,,
2990.1,,,11.945,2.511,,
2990.2,,,12.733,2.425,,
2990.3,,,13.372,2.329,,
2990.4,,,12.735,2.258,,
2990.5,,,11.171,2.229,,
2990.6,,,10.433,2.205,,
2990.7,,,10.687,2.18,,
2990.8,,,10.008,2.203,,
2990.9,,,11.086,2.182,,
2991.0,,,11.708,2.109,,
2991.1,,,11.383,2.039,,
2991.2,,,11.537,1.977,,
2991.3,,,11.993,1.945,,
2991.4,,,13.03,1.946,,
2991.5,,,13.063,1.963,,
2991.6,,,14.346,1.979,,
2991.7,,,16.092,1.977,,
2991.8,,,16.382,1.982,,
2991.9,,,16.956,1.989,,
2992.0,,,17.464,2.004,,
2992.1,,,17.956,1.993,,
2992.2,,,19.438,1.993,,
2992.3,,,17.545,1.99,,
2992.4,,,16.073,1.986,,
2992.5,,,16.063,1.99,,
2992.6,,,15.036,1.975,,
2992.7,,,13.2,1.935,,
2992.8,,,12.571,1.922,,
2992.9,,,10.747,1.919,,
2993.0,,,9.655,1.898,,
2993.1,,,9.93,1.878,,
2993.2,,,12.273,1.874,,
2993.3,,,11.775,1.911,,
2993.4,,,11.819,1.896,,
2993.5,,,12.957,1.896,,
2993.6,,,12.946,1.908,,
2993.7,,,11.162,1.915,,
2993.8,,,9.966,1.925,,
2993.9,,,9.596,1.942,,
2994.0,,,9.227,1.948,,
2994.1,,,12.158,1.991,,
2994.2,,,12.552,2.015,,
2994.3,,,11.278,2.036,,
2994.4,,,12.029,2.077,,
2994.5,,,12.541,2.083,,
2994.6,,,11.495,2.088,,
2994.7,,,10.695,2.094,,
2994.8,,,10.7,2.102,,
2994.9,,,10.443,2.08,,
2995.0,,,9.538,2.062,,
2995.1,,,8.664,2.025,,
2995.2,,,11.4,1.969,,
2995.3,,,10.744,1.944,,
2995.4,,,9.492,1.926,,
2995.5,,,8.727,1.86,,
2995.6,,,8.612,1.748,,
2995.7,,,8.924,1.554,,
2995.8,,,8.089,1.475,,
2995.9,,,7.462,1.428,,
2996.0,,,6.947,1.407,,
2996.1,,,8.776,1.391,,
2996.2,,,8.203,1.38,,
2996.3,,,6.966,1.398,,
2996.4,,,6.345,1.412,,
2996.5,,,6.181,1.424,,
2996.6,,,6.093,1.502,,
2996.7,,,5.538,1.63,,
2996.8,,,7.062,1.687,,
2996.9,,,7.481,1.774,,
2997.0,,,8.852,1.887,,
2997.1,,,8.434,1.967,,
2997.2,,,7.104,2.089,,
2997.3,,,7.16,2.172,,
2997.4,,,7.557,2.222,,
2997.5,,,8.136,2.275,,
2997.6,,,7.61,2.352,,
2997.7,,,7.492,2.446,,
2997.8,,,10.184,2.507,,
2997.9,,,12.419,2.508,,
2998.0,,,11.979,2.492,,
2998.1,,,11.512,2.469,,
2998.2,,,11.885,2.435,,
2998.3,,,10.887,2.491,,
2998.4,,,8.814,2.543,,
2998.5,,,8.608,2.565,,
2998.6,,,7.868,2.582,,
2998.7,,,7.377,2.557,,
2998.8,,,8.545,2.534,,
2998.9,,,9.644,2.587,,
2999.0,,,10.581,2.634,,
2999.1,,,9.001,2.669,,
2999.2,,,10.208,2.792,,
2999.3,,,10.329,2.967,,
2999.4,,,10.486,2.982,,
2999.5,,,9.982,2.917,,
2999.6,,,9.902,2.693,,
2999.7,,,7.886,2.464,,
2999.8,,,8.591,2.316,,
2999.9,,,8.318,2.247,,
3000.0,,,8.35,2.171,,
3000.1,,,7.389,2.149,,
3000.2,,,6.418,2.176,,
3000.3,,,5.228,2.256,,
3000.4,,,5.599,2.334,,
3000.5,,,5.764,2.42,,
3000.6,,,6.303,2.494,,
3000.7,,,6.881,2.633,,
3000.8,,,6.668,2.801,,
3000.9,,,6.762,2.886,,
3001.0,,,6.884,2.917,,
